Title,Release,Cast,Genre,Theme,Languages in Movie,Studio,Country Produced
Hey Ram,2000,"Kamal Haasan, Shah Rukh Khan, Vasundhara Das, Rani Mukerji, Atul Kulkarni, Girish Karnad, Om Puri, Hema Malini, Naseeruddin Shah, Farida Jalal, Vikram Gokhale, Saurabh Shukla, Nassar, Sowcar Janaki, Abbas, Vaali, Iravati Harshe, V. S. Raghavan, Delhi Ganesh, Gollapudi Maruti Rao, Y. G. Mahendran, Vaiyapuri, Arun Bali, Shadaab Khan, Yatin Karyekar, Manoj Pahwa, Chandrahasan, Lewis Elbinger, Tushar Gandhi, Sharad Ponkshe, Shubhangi Gokhale, Annapoorna, Shruti Haasan, Arun Patekar, Raj Patra, Savar, Aravind Akash, Shabbir Ahmed, A. C. Murali Mohan, Nikita Aria","Drama, History, Crime","Humanity And The World Around Us, Bollywood Climax Emotion Lyrics Catchy, Brutal Graphic Brutality Revenge Violence","Tamil, Hindi, Tamil",Raajkamal Films International 1,India
The Passionate Friends,1949,"Ann Todd, Claude Rains, Trevor Howard, Betty Ann Davies, Isabel Dean, Wilfrid Hyde-White, Arthur Howard, Guido Lorraine, Marcel Poncin, Natasha Sokolova, Hélène Burls, John Serret, Frances Waring, Wenda Rogerson, Helen Piers, Ina Pelly","Drama, Romance","Moving Relationship Stories, Marriage Romance Affair Passionate Passion, Marriage Drama Family Dramas Melodrama","English, English, French","Cineguild, J Arthur Rank Organisation",Uk
Jeremiah Johnson,1972,"Robert Redford, Will Geer, Delle Bolton, Josh Albee, Joaquín Martínez, Allyn Ann McLerie, Stefan Gierasch, Richard Angarola, Paul Benedict, Charles Tyner, Jack Colvin, Matt Clark, Tanya Tucker","Adventure, Western","Westerns, Epic Exciting Breathtaking Spectacle Excitement, Frontier Guns Wild Showdown Gunfight, Fought Army Battlefield Conflict Battle, Fought Army Fighting Heroic Battle, Swords Battle Fantasy Epic Magic",English,"Sanford Productions Iii, Warner Bros Pictures 1",Usa
Lola,1981,"Barbara Sukowa, Armin Mueller-Stahl, Mario Adorf, Matthias Fuchs, Helga Feddersen, Karin Baal, Ivan Desny, Elisabeth Volkmann, Hark Bohm, Karl-Heinz von Hassel, Rosel Zech, Sonja Neudorfer, Christine Kaufmann, Y Sa Lo, Günther Kaufmann, Isolde Barth, Karsten Peters, Harry Baer, Rainer Will, Herbert Steinmetz, Nino Korda, Udo Kier, Raúl Gimenez, Andrea Heuer, Juliane Lorenz, Maxim Oswald, Helmut Petigk, Marita Pleyer, Ulrike Vigo","Drama, Romance","Moving Relationship Stories, Powerful Complexity Intellectual Poetic Emotional, Family Moving Heartbreaking Sadness Sad, Sex Sexuality Erotic Sensual Desire, Marriage Drama Family Dramas Melodrama, Marriage Romance Affair Passionate Passion","German, German, Latin, English, French","Rialto Film, Trio Film, Wdr",Germany
Once Were Warriors,1994,"Rena Owen, Temuera Morrison, Mamaengaroa Kerr-Bell, Julian Arahanga, Taungaroa Emile, Rachael Morris Jr., Joseph Kairau, Cliff Curtis, Pete Smith, George Henare, Mere Boynton, Shannon Williams, Calvin Tuteao, Ray Bishop, Ian Mune, Robert Pollock",Drama,"Intense Violence And Sexual Transgression, Moving Relationship Stories, Family Touching Kids Cry Tear Jerker, Sad Depressing Illness Heartbreaking Touching, Family Moving Heartbreaking Sadness Sad, Murder Crime Drama Gripping Compelling, Touching Cry Family Sad Tear Jerker","English, English, Maori","Avalon Studios, New Zealand Film Commission, Nz On Air",New-Zealand
The Man in the White Suit,1951,"Alec Guinness, Joan Greenwood, Cecil Parker, Michael Gough, Ernest Thesiger, Vida Hope, Howard Marion-Crawford, Miles Malleson, Henry Mollison, Patric Doonan, Duncan Lamont, Harold Goodwin, Colin Gordon, Joan Harben, Arthur Howard, Roddy Hughes, Stuart Latham, Edie Martin, Mandy Miller, Charlotte Mitchell, Olaf Olsen, Desmond Roberts, Ewan Roberts, John Rudling, Charles Saynor, Russell Waters, Brian Worth, George Benson, Frank Atkinson, Charles Cullum, F.B.J. Sharp, Scott Harrold, Jack Howarth, Jack McNaughton, Judith Furse, Billy Russell, Andy Alston, Jack Arrow, David Boyd, Jim Brady, Harold Coyne, Dan Cressey, Alan Haines, Laurence Hepworth, Frank Howard, Gertrude Kaye, Jimmy Millar, Arthur Mullard, Joe Phelps, Johnny Rossi, Carol Wolveridge","Comedy, Science-Fiction","Crude Humor And Satire, Humor Satire Jokes Amusing Humorous, Gag Chuckles Slapstick Amusing Jokes, Chemistry Hilarious Romantic Comedy Sweet Or Humorous, Humor Cartoon Funny Jokes Lovable",English,"The Rank Organisation, Ealing Studios",Uk
Broadway Danny Rose,1984,"Woody Allen, Mia Farrow, Nick Apollo Forte, Sandy Baron, Corbett Monica, Jackie Gayle, Morty Gunty, Will Jordan, Jack Rollins, Howard Storm, Herb Reynolds, Milton Berle, Craig Vandenburgh, Paul Greco, Frank Renzulli, Michael Badalucco, Joe Franklin, John Doumanian, Edwin Bordo, Gina DeAngeles, Peter Castellotti, Sandy Richman, Gerald Schoenfeld, Olga Barbato, David Kissell, Gloria Parker, Bob Rollins, Etta Rollins, Robert Weil, David Kieserman, Mark Hardwick, Alba Ballard, Maurice Shrog, Belle Berger, Herschel Rosen, Cecilia Amerling, Maggie Ranone, Charles D'Amodio, Joie Gallo, Carl Pistilli, Lucy Iacono, Julia Barbuto, Anna Sceusa, Nicholas Pantano, Rocco Pantano, Tony Turco, Gilda Torterello, Ronald Maccone, Antoinette Raffone, Richard Lanzano, Dom Matteo, Camille Saviola, Sheila Bond, Betty Rosotti, Gary Reynolds, Diane Zolten, William Paulson, George Axler, Leo Steiner",Comedy,"Crude Humor And Satire, Relationship Comedy, Gag Chuckles Slapstick Amusing Jokes, Comedy Funny Hilarious Broadway Musical, Charming Witty Delightful Lovely Charm, Chemistry Hilarious Romantic Comedy Sweet Or Humorous, Humor Satire Jokes Amusing Humorous","English, English, Italian, Yiddish",Orion Pictures,Usa
Places in the Heart,1984,"Sally Field, Lindsay Crouse, John Malkovich, Danny Glover, Ed Harris, Ray Baker, Amy Madigan, Terry O'Quinn, Bert Remsen, Jay Patterson, Toni Hudson, De'voreaux White, Jerry Haynes, Yankton Hatten, Gennie James, Lane Smith, Robert Schenkkan",Drama,"Moving Relationship Stories, Marriage Drama Family Dramas Melodrama, Family Touching Kids Cry Tear Jerker, Racism African American Powerful Hatred Or Slavery, Spiritual Faith Catholic Beliefs Church",English,"Tristar Pictures 1, Delphi Ii Productions",Usa
Character,1997,"Jan Decleir, Fedja van Huêt, Betty Schuurman, Tamar van den Dop, Victor Löw, Lou Landré, Jaap Spijkers, Hans Kesting, Mark Rietman, Frans Vorstman, Fred Goessens, Jasper Gottlieb, Marius Gottlieb, Pavlik Jansen op de Haar, Jack Hedley, Cas Jansen, Peter Paul Muller, Marcel Hensema, Janusz Chabior, Kazimierz Krzaczkowski, Marzena Kipiel-Sztuka","Drama, History","Moving Relationship Stories, Marriage Drama Family Dramas Melodrama, Family Moving Heartbreaking Sadness Sad, Murder Crime Drama Gripping Compelling, Marriage Romance Affair Passionate Passion, Sad Depressing Illness Heartbreaking Touching","Dutch, English, French, German, Dutch","First Floor Features, Almerica Films","Belgium, Netherlands"
Touching the Void,2003,"Brendan Mackey, Nicholas Aaron, Ollie Ryall, Joe Simpson, Richard Hawking, Simon Yates","Drama, Documentary, Action, Adventure","Humanity And The World Around Us, Disaster Exciting Boats Adventure Voyage, Anime Graphics Storytelling Emotion Breathtaking, Sad Depressing Illness Heartbreaking Touching",English,"Uk Film Council, Dsp, Film4 Productions",Uk
A Midsummer Night's Dream,1935,"Ian Hunter, Verree Teasdale, Hobart Cavanaugh, Dick Powell, Ross Alexander, Olivia de Havilland, Jean Muir, Grant Mitchell, Frank McHugh, Dewey Robinson, James Cagney, Joe E. Brown, Hugh Herbert, Otis Harlan, Arthur Treacher, Victor Jory, Anita Louise, Nini Theilade, Mickey Rooney, Katherine Frey, Helen Westcott, Fred Sale Jr., Billy Barty, Sheila Brown, George P. Breakston","Comedy, Fantasy, Romance","Song And Dance, Shakespearean Breathtaking Kings Captivating Tragic, Musical Lyrics Broadway Tune Vocals, Fantasy Imaginative Magic Fairy Tale Or Enchanted",English,Warner Bros Pictures 1,Usa
Straight Time,1978,"Dustin Hoffman, Theresa Russell, Gary Busey, Harry Dean Stanton, M. Emmet Walsh, Rita Taggart, Kathy Bates, Sandy Baron, Jake Busey, Peter Kwong, Fran Ryan, Edward Bunker, Tina Menard, Stephanie Ericsson, Dave Kelly, Don Sommese, Kit Jee Wong, Jane Howard","Drama, Crime","Crime Drugs And Gangsters, Prison Jail Convicts Brutal Brutality, Drugs Gritty Cops Violence Powerful, Robbery Heist Cops Twist Thriller","English, Cantonese, English, Spanish","First Artists, Sweetwall, Warner Bros Pictures 1",Usa
One False Move,1992,"Bill Paxton, Billy Bob Thornton, Cynda Williams, Michael Beach, Jim Metzler, Earl Billings, Jimmy Bridges, Natalie Canerday, Robert Ginnaven, Robert Anthony Bell, Kevin Hunter, Phyllis Kirklin, Meredith 'Jeta' Donovan, Phyllis Sutton, Derrick Williams, John Mahon, Max Segar, Duncan Rouleau, Don Brunner, Layne Beamer, Jesse Dabson, Jennifer Watson-Johnston, Rocky Giordani, Curtis York, Jeff Bailey, Lilli Rouleau, Walter Norman, Jackie Stewart, Steven Reich, Wynn Reichert, J. Robert Bailey","Crime, Drama, Thriller","Crime Drugs And Gangsters, Thrillers And Murder Mysteries, Intense Violence And Sexual Transgression, Thriller Cops Suspense Killer Twist, Guns Action Violence Cops Killing, Film Noir Femme Fatale 1940S Thriller Or Intriguing, Drugs Gritty Cops Violence Powerful, Prison Jail Convicts Brutal Brutality",English,Irs Media,Usa
I Walked with a Zombie,1943,"Frances Dee, Tom Conway, James Ellison, Edith Barrett, James Bell, Theresa Harris, Darby Jones, Christine Gordon, Sir Lancelot, Jieno Moxzer, Jeni Le Gon, Martin Wilkins, Richard Abrams, Alan Edmiston, Clinton Rosemond, Arthur Walker, Norman Mayes, Vivian Dandridge, Doris Ake, Rita Christiani, Melvin Williams, Kathleen Hartsfield","Drama, Horror, Mystery","Horror The Undead And Monster Classics, Supernatural Chilling Eerie Terrifying Dread, Eerie Blood Gothic Mysterious Bizarre, Chilling Eerie Terrifying Terror Frighten, Thriller Suspense Twist Psychological Intriguing, Scientist Monster Doctor Experiment Creature",English,Rko Radio Pictures,Usa
Little Shop of Horrors,1986,"Rick Moranis, Ellen Greene, Vincent Gardenia, Levi Stubbs, Steve Martin, Tichina Arnold, Michelle Weeks, Tisha Campbell, Jim Belushi, John Candy, Christopher Guest, Bill Murray, Stan Jones, Bertice Reading, Ed Wiley, Alan Tilvern, John Scott Martin, Vincent Wong, Mak Wilson, Danny Cunningham, Danny John-Jules, Gary Palmer, Paul Swaby, Mildred Shay, Melissa Wiltsie, Kevin Scott, Barbara Rosenblat, Adeen Fogle, Kelly Huntley, Paul Reynolds, Miriam Margolyes, Abbie Dabner, Francis Dux, Peter Whitman, Heather Henson, Judith Morse, Bob Sherman, Doreen Hermitage, Kerry Shale, Robert Arden, Stephen Hoye, Bob Sessions, Michael Shannon, Jill Goldston","Horror, Comedy","Song And Dance, Crude Humor And Satire, Relationship Comedy, Comedy Funny Hilarious Broadway Musical, Musical Lyrics Broadway Tune Vocals, Gag Chuckles Slapstick Amusing Jokes, Jokes Humor Chuckles Crude Gag, Horror Spooky Scary Comical Creepy",English,"Geffen Pictures, Warner Bros Pictures 1",Usa
Searching for Sugar Man,2012,"Stephen Segerman, Rodriguez, Regan Rodriguez, Eva Rodriguez, Mike Theodore, Dennis Coffey, Sandra Rodriguez-Kennedy, Clarence Avant, Steve Rowland, Malik Bendjelloul, Dan DiMaggio, Jerome Ferretti, Willem Möller, Craig Bartholomew Strydom, Ilse Assmann, Steve M. Harris, Robbie Mann, Rick Emmerson, Rian Malan","Music, Documentary","Song And Dance, Band Songs Concert Musician Lyrics, Biography Artists Musician Songs Emotional, Documentary Sad Fascinating Emotional Heartbreaking, Musical Lyrics Broadway Tune Vocals, Dancing Choreography Catchy Tune Lyrics",English,"Passion Pictures, Red Box Films, Canfield Pictures","Finland, South-Africa, Sweden, Uk, Usa"
Bed and Board,1970,"Jean-Pierre Léaud, Claude Jade, Daniel Ceccaldi, Claire Duhamel, Hiroko Berghauer, Daniel Boulanger, Silvana Blasi, Barbara Laage, Claude Véga, Danièle Girard, Philippe Léotard, François Truffaut, Jacques Robiolles, Jacques Jouanneau, Christophe Vesque, Pierre Maguelon, Guy Piérauld, Yvon Lec, Pierre Fabre, Billy Kearns, Marianne Piketti, Marie Dedieu, Jacques Rispal, Christian de Tillière, Anik Belaubre, Marie Irakane, Ernest Menzer, Emilie Barbault, Marcel Berbert, Jacques Cottin, Frédérique Dolbert, Nicole Félix, Miss Irakane, Iska Khan, Ada Lonati, Marcel Mercier, Joseph Mériau, Jérôme Richard, Serge Rousseau, Helen Scott","Comedy, Drama, Romance",,French,"Valoria Films, Fida Cinematografica, Les Films Du Carrosse","France, Italy"
High Hopes,1988,"Phil Davis, Ruth Sheen, Edna Doré, Philip Jackson, Heather Tobias, Lesley Manville, David Bamber, Cheryl Prime, Judith Scott, Jason Watkins, Diane-Louise Jordan, Linda Beckett, Ali","Drama, Comedy",,English,"British Screen Productions 1, Portman Productions, Film4 Productions",Uk
Inside Llewyn Davis,2013,"Oscar Isaac, Carey Mulligan, Justin Timberlake, Ethan Phillips, Robin Bartlett, Max Casella, Jerry Grayson, Jeanine Serralles, Adam Driver, Stark Sands, John Goodman, Garrett Hedlund, Alex Karpovsky, Helen Hong, Bradley Mott, Michael Rosner, Bonnie Rose, Jack O'Connell, Ricardo Cordero, Sylvia Kauders, Ian Jarvis, Diane Findlay, Ian Blackman, Steve Routman, Susan Blommaert, Amelia McClain, James Colby, Charlotte Booker, Mike Houston, Sam Haft, F. Murray Abraham, Jason Shelton, Frank Ridley, John Ahlin, Jake Ryan, Declan Bennett, Erik Hayden, Daniel Everidge, Jeff Takacs, Nancy Blake, Stephen Payne, Roberto Lopez, Benjamin Pike, Marcus Mumford","Drama, Music","Humanity And The World Around Us, Song And Dance, Band Songs Concert Musician Lyrics, Biography Artists Musician Songs Emotional, Musical Lyrics Broadway Tune Vocals, Dancing Choreography Catchy Tune Lyrics",English,"Studiocanal, Anton Capital Entertainment","France, Uk, Usa"
The Hawks and the Sparrows,1966,"Totò, Ninetto Davoli, Femi Benussi, Umberto Bevilacqua, Renato Capogna, Alfredo Leggi, Renato Montalbano, Flaminia Siciliano, Lena Lin Solaro, Giovanni Tarallo, Vittorio Vittori, Nello Appodia, Gabriele Baldini, Lina D'Amico, Pietro Davoli, Rossana Di Rocco, Cesare Gelli, Vittorio La Paglia, Francesco Leonetti, Domenico Modugno, Rosina Moroni, Mario Pennisi, Ricardo Redi, Fides Stagni","Comedy, Fantasy","Faith And Religion, Powerful Complexity Intellectual Poetic Emotional, Death Symbolism Philosophical Thought Provoking Surreal",Italian,Arco Film,Italy
Ponyo,2008,"Yuria Kozuki, Hiroki Doi, George Tokoro, Tomoko Yamaguchi, Yuki Amami, Kazushige Nagashima, Akiko Yano, Shinichi Hatori, Tokie Hidari, Rumi Hiiragi, Tomoko Naraoka, Kazuko Yoshiyuki, Eimi Hiraoka, Nozomi Ōhashi, Akiko Takeguchi, Eiko Kanazawa, Akihiko Ishizumi, Tomie Kataoka, Shirou Saitou, Mutsumi Sasaki, Keiko Tsukamoto, Ikuko Yamamoto, Michiko Yamamoto, Yoshie Yamamoto, Yusuke Tezuka","Family, Fantasy, Animation","Humanity And The World Around Us, Fantasy Imaginative Magic Fairy Tale Or Enchanted, Anime Graphics Storytelling Emotion Breathtaking, Dog Animals Adorable Heartwarming Family, Humor Cartoon Funny Jokes Lovable, Christmas Holiday Heartwarming Family Adorable",Japanese,"Studio Ghibli, Toho, Nippon Television Network Corporation, Dentsu 2, Hakuhodo Dy Media Partners, The Walt Disney Company Japan, Mitsubishi",Japan
Top Gun: Maverick,2022,"Tom Cruise, Val Kilmer, Miles Teller, Jennifer Connelly, Bashir Salahuddin, Jon Hamm, Charles Parnell, Monica Barbaro, Lewis Pullman, Jay Ellis, Danny Ramirez, Glen Powell, Jack Schumacher, Manny Jacinto, Kara Wang, Greg Tarzan Davis, Jake Picking, Raymond Lee, Jean Louisa Kelly, Lyliana Wray, Ed Harris, Chelsea Harris, Darnell Kirkwood, Austin Bowerman, Stephanie Andrea Barron, Alec Williams, Rachel Winfree, Peter Mark Kendall, Ian Gary, Bob Stephenson, Landon Gordon, Margaret Strabala, Ryan Heilmann, Shantel Limbo, James Handy, Whylip Lee, Tristan Henry, Jason Robert Boles, Brian Ferguson, Chido Nwokocha, Chaz Ingram, Rachael Markarian, Shannon Kane, Norman Ralph Eliasen, Tommy Kijas","Action, Drama","Moving Relationship Stories, Car Cars Racing Speed Adrenaline, Pilot Exciting Heroic Excitement Crashes, Duty Heroic Battle Pilot Patriotism, Villain Superhero Action Packed Cool Exciting, Action Packed Villain Hero Adrenaline Explosives",English,"Skydance, Don Simpson Jerry Bruckheimer Films, Paramount 1",Usa
Day of the Outlaw,1959,"Robert Ryan, Burl Ives, Tina Louise, Alan Marshal, Venetia Stevenson, David Nelson, Nehemiah Persoff, Jack Lambert, Frank De Kova, Lance Fuller, Elisha Cook Jr., Dabbs Greer, Betsy Jones-Moreland, Helen Westcott, Donald Elson, Robert Cornthwaite, Michael McGreevey, Dan Sheridan, George Ross, William Schallert, Arthur Space, Paul Wexler, Jack Woody",Western,"Westerns, Frontier Guns Wild Showdown Gunfight, Wild Guns Frontier Sheriff Hero",English,"Security Pictures, United Artists",Usa
Cash on Demand,1961,"Peter Cushing, André Morell, Richard Vernon, Norman Bird, Barry Lowe, Kevin Stoney, Edith Sharpe, Lois Daine, Alan Haywood, Charles Morgan, Vera Cook, Gareth Tandy","Mystery, Thriller, Drama, Crime","Crime Drugs And Gangsters, Robbery Heist Cops Twist Thriller, Film Noir Femme Fatale 1940S Thriller Or Intriguing, Terrorism Thriller Gripping Intense Political",English,Hammer Film Productions,Uk
The Man Without a Past,2002,"Markku Peltola, Kati Outinen, Juhani Niemelä, Kaija Pakarinen, Sakari Kuosmanen, Annikki Tähti, Anneli Sauli, Elina Salo, Outi Mäenpää, Esko Nikkari, Pertti Sveholm, Matti Wuori, Aino Seppo, Janne Hyytiäinen, Antti Reini, Tähti, Marko Haavisto, Jukka Teerisaari, Jyrki Telilä, Jouni Saario, Risto Korhonen, Panu Vauhkonen, Tom Wahlroos, Vesa Mäkelä, Aarre Karén, Eeva-Liisa Haimelin, Kalevi Heinämaa, Anton Peltola, Joona Karastie, Jouni Marjaranta, Tuire Tuomisto, Vappu Lysti, Ritva Harteva, Raija Lähteinen, Eeva Penttinen, Peter von Bagh, Matti Oinonen, Aarno Kuussalo, Aarre Ritola, Eira Ritvanen, Anja Angel, Pentti Kirstilä, Olli Varja, Keijo Nyrhinen, Liisa Mustonen, Sulevi Peltola, Erkki Lahti, Markku Pätilä, Helka Viljanen, Eero Nykänen, Erkki Puskala, Henry Astikainen, Silu Seppälä, Juha Springare, Jukka Salmi, Aki Hirvensalo, Pasi Kokkoniemi, Mika Roiha, Andrey Chernyshov, Matti Nylund, Jouni Kortesato, Timo Linnasalo, Heikki Mattila, Hanna Jokinen, Toni Salminen, Pentti Auer, Olavi Tuomi","Drama, Comedy, Romance","Crude Humor And Satire, Moving Relationship Stories, Relationship Comedy, Quirky Humor Relationships Endearing Humorous, Touching Cry Family Sad Tear Jerker, Sad Depressing Illness Heartbreaking Touching, Humor Satire Jokes Amusing Humorous, Chemistry Hilarious Romantic Comedy Sweet Or Humorous",Finnish,"Sputnik, Yle, Pyramide Productions, Pandora Film, Zdf Arte, Network Movie, Arte France Cinema 5, Canal 3, Cnc 2, Bavaria Film","Finland, France, Germany"
Won't You Be My Neighbor?,2018,"Margaret Whitmer, Tom Junod, Joanne Rogers, Jim Rogers, Max King, Hedda Sharapan, Betty Seamans, Junlei Li, Joe Negri, David Newell, Bill Isler, John Rogers, Elaine Crozier, George Wirth, David Bianculli, Yo-Yo Ma, François Clemmons, Nick Tallo, Susan Stamberg, Howard Erlanger, Pam Erlanger, Meara Malmberg, Major Hawbaker Manask, Arielle Jae Rudd, Deisy Garcia, Eleanor Way, Lynden Liu, Mason Gloria, Lincoln Howell, Ayden Soria, McColm Kona Cephas Jr., Sophie Seifert, Fred Rogers, Josie Carey, Margaret McFarland, Ralph Ellison, Lyndon B. Johnson, John O. Pastore, Betty Aberlin, Robert F. Kennedy, Lorin Hollander, Christa McAuliffe, Eddie Murphy, David Letterman, Johnny Carson, Tom Snyder, Jeff Erlanger, Koko, Brian Kilmeade",Documentary,"Humanity And The World Around Us, Faith And Religion, Moving Relationship Stories, Family Touching Kids Cry Tear Jerker, Sad Depressing Illness Heartbreaking Touching, Biography Artists Musician Songs Emotional, Documentary Sad Fascinating Emotional Heartbreaking, Touching Cry Family Sad Tear Jerker",English,"Tremolo Productions, Impact Partners, Independent Lens, Pbs 7",Usa
